x,z,level,in_memory,status,full_status,accessible_ready,ticking_ready,entity_ticking_ready,ticket,spawning,block_entity_count,ticking_ticket,ticking_level,block_ticks,fluid_ticks
-1,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, 1])] at 64 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, 1])] at 64 force ticks false",31,0,0
0,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, -1])] at 77 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, -1])] at 77 force ticks false",31,0,0
1,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, -1])] at 77 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, -1])] at 77 force ticks false",31,0,0
-1,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, 2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, 2])] at 1205 force ticks false",31,0,0
-1,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, 3])] at 1205 force ticks false",31,0,0
0,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, 3])] at 1205 force ticks false",31,0,0
1,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, 3])] at 1205 force ticks false",31,0,0
2,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, -1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, -1])] at 1205 force ticks false",31,0,0
2,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, 3])] at 1205 force ticks false",31,0,0
3,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, -1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, -1])] at 1205 force ticks false",31,0,0
3,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 0])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 0])] at 1205 force ticks false",31,0,0
3,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 1])] at 1205 force ticks false",31,0,0
3,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 2])] at 1205 force ticks false",31,0,0
3,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 3])] at 1205 force ticks false",31,0,0
-2,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, -2])] at 1205 force ticks false",31,0,0
-2,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, -1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, -1])] at 1205 force ticks false",31,0,0
-2,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 0])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 0])] at 1205 force ticks false",31,0,0
-1,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, -2])] at 1205 force ticks false",31,0,0
0,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, -2])] at 1205 force ticks false",31,0,0
-2,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 1])] at 1205 force ticks false",31,0,0
-2,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 2])] at 1205 force ticks false",31,0,0
1,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, -2])] at 1205 force ticks false",31,0,0
2,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, -2])] at 1205 force ticks false",31,0,0
-2,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 3])] at 1205 force ticks false",31,0,0
-2,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 4])] at 1205 force ticks false",31,0,0
-1,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, 4])] at 1205 force ticks false",31,0,0
0,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, 4])] at 1205 force ticks false",31,0,0
1,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, 4])] at 1205 force ticks false",31,0,0
2,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, 4])] at 1205 force ticks false",31,0,0
3,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, -2])] at 1205 force ticks false",31,0,0
3,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 4])] at 1205 force ticks false",31,0,0
4,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, -2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, -2])] at 1205 force ticks false",31,0,0
4,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, -1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, -1])] at 1205 force ticks false",31,0,0
4,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 0])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 0])] at 1205 force ticks false",31,0,0
4,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 1])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 1])] at 1205 force ticks false",31,0,0
4,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 2])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 2])] at 1205 force ticks false",31,0,0
4,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 3])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 3])] at 1205 force ticks false",31,0,0
4,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 4])] at 1205 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 4])] at 1205 force ticks false",31,0,0
-3,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, -3])] at 1452 force ticks false",31,0,0
-3,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, -2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, -2])] at 1452 force ticks false",31,0,0
-3,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, -1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, -1])] at 1452 force ticks false",31,0,0
-2,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, -3])] at 1452 force ticks false",31,0,0
-1,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, -3])] at 1452 force ticks false",31,0,0
-3,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 0])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 0])] at 1452 force ticks false",31,0,0
-3,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 1])] at 1452 force ticks false",31,0,0
0,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, -3])] at 1452 force ticks false",31,0,0
1,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, -3])] at 1452 force ticks false",31,0,0
-3,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 2])] at 1452 force ticks false",31,0,0
-3,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 3])] at 1452 force ticks false",31,0,0
2,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, -3])] at 1452 force ticks false",31,0,0
3,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, -3])] at 1452 force ticks false",31,0,0
-3,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 4])] at 1452 force ticks false",31,0,0
-3,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 5])] at 1452 force ticks false",31,0,0
-2,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 5])] at 1452 force ticks false",31,0,0
-1,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, 5])] at 1452 force ticks false",31,0,0
0,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, 5])] at 1452 force ticks false",31,0,0
1,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, 5])] at 1452 force ticks false",31,0,0
2,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, 5])] at 1452 force ticks false",31,0,0
3,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 5])] at 1452 force ticks false",31,0,0
4,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, -3])] at 1452 force ticks false",31,0,0
4,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 5])] at 1452 force ticks false",31,0,0
5,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, -3])] at 1452 force ticks false",31,0,0
5,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, -2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, -2])] at 1452 force ticks false",31,0,0
5,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, -1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, -1])] at 1452 force ticks false",31,0,0
5,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 0])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 0])] at 1452 force ticks false",31,0,0
5,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 1])] at 1452 force ticks false",31,0,0
5,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 2])] at 1452 force ticks false",31,0,0
5,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 3])] at 1452 force ticks false",31,0,0
5,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 4])] at 1452 force ticks false",31,0,0
5,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 5])] at 1452 force ticks false",31,0,0
-4,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, -4])] at 1452 force ticks false",31,0,0
-4,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, -3])] at 1452 force ticks false",31,0,0
-4,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, -2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, -2])] at 1452 force ticks false",31,0,0
-3,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, -4])] at 1452 force ticks false",31,0,0
-2,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, -4])] at 1452 force ticks false",31,0,0
-4,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, -1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, -1])] at 1452 force ticks false",31,0,0
-4,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 0])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 0])] at 1452 force ticks false",31,0,0
-1,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, -4])] at 1452 force ticks false",31,0,0
0,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, -4])] at 1452 force ticks false",31,0,0
-4,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 1])] at 1452 force ticks false",31,0,0
-4,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 2])] at 1452 force ticks false",31,0,0
1,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, -4])] at 1452 force ticks false",31,0,0
2,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, -4])] at 1452 force ticks false",31,0,0
-4,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 3])] at 1452 force ticks false",31,0,0
-4,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 4])] at 1452 force ticks false",31,0,0
3,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, -4])] at 1452 force ticks false",31,0,0
4,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, -4])] at 1452 force ticks false",31,0,0
-4,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 5])] at 1452 force ticks false",31,0,0
-4,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-4, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-4, 6])] at 1452 force ticks false",31,0,0
-3,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-3, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-3, 6])] at 1452 force ticks false",31,0,0
-2,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-2, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-2, 6])] at 1452 force ticks false",31,0,0
-1,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([-1, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([-1, 6])] at 1452 force ticks false",31,0,0
0,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([0, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([0, 6])] at 1452 force ticks false",31,0,0
1,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([1, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([1, 6])] at 1452 force ticks false",31,0,0
2,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([2, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([2, 6])] at 1452 force ticks false",31,0,0
3,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([3, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([3, 6])] at 1452 force ticks false",31,0,0
4,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([4, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([4, 6])] at 1452 force ticks false",31,0,0
5,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, -4])] at 1452 force ticks false",31,0,0
5,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([5, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([5, 6])] at 1452 force ticks false",31,0,0
6,-4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, -4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, -4])] at 1452 force ticks false",31,0,0
6,-3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, -3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, -3])] at 1452 force ticks false",31,0,0
6,-2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, -2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, -2])] at 1452 force ticks false",31,0,0
6,-1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, -1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, -1])] at 1452 force ticks false",31,0,0
6,0,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 0])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 0])] at 1452 force ticks false",31,0,0
6,1,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 1])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 1])] at 1452 force ticks false",31,0,0
6,2,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 2])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 2])] at 1452 force ticks false",31,0,0
6,3,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 3])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 3])] at 1452 force ticks false",31,0,0
6,4,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 4])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 4])] at 1452 force ticks false",31,0,0
6,5,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 5])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 5])] at 1452 force ticks false",31,0,0
6,6,31,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[imm_ptl 31 ([6, 6])] at 1452 force ticks false",false,0,"Ticket[imm_ptl 31 ([6, 6])] at 1452 force ticks false",31,0,0
-5,-5,32,true,minecraft:full,BLOCK_TICKING,done,done,unloaded,no_ticket,false,0,no_ticket,32,0,0
-5,-4,32,true,minecraft:full,BLOCK_TICKING,done,done,unloaded,no_ticket,false,0,no_ticket,32,0,0
-5,-3,32,true,minecraft:full,BLOCK_TICKING,done,done,unloaded,"Ticket[unknown 33 ([-5, -3])] at 1778 force ticks false",false,0,no_ticket,32,0,0
-4,-5,32,true,minecraft:full,BLOCK_TICKING,done,done,unloaded,no_ticket,false,0,no_ticket,32,0,0
-3,-5,32,true,minecraft:full,BLOCK_TICKING,done,done,unloaded,no_ticket,false,0,no_ticket,32,0,0
