x,y,z,uuid,type,alive,display_name,custom_name
98.69999998807907,-10.0,157.92539067298625,f531175e-21ad-482c-bdfb-dbd6769c440a,minecraft:creeper,true,Creeper,[null]
106.49711046888149,87.0,132.80264572835844,80710531-1824-4263-a5ef-5416cb0bdcfd,minecraft:cow,true,Cow,[null]
110.5,-6.0,140.5,155e2b7c-d166-4d60-9245-f16c334b40f7,minecraft:creeper,true,Creeper,[null]
84.20690487444882,-2.0,139.56216350840765,c50c8c1d-e8f1-4322-b81f-d7e17957145f,minecraft:creeper,true,Creeper,[null]
111.87552361192574,33.0,186.16342964994985,c7f84923-ea66-4be7-a657-29697a983db1,minecraft:creeper,true,Creeper,[null]
120.68924564178725,34.0,186.5581115657448,60134600-84ba-4b7d-9970-8df1b5636013,minecraft:skeleton,true,Skeleton,[null]
129.93963112336158,69.0,176.69890771140246,d3f49775-4717-473b-9617-53490f9ccf54,minecraft:pig,true,Pig,[null]
109.12564785152122,71.0,158.90635811868415,8436a341-795f-418e-8dd1-30bb802d8ac2,minecraft:sheep,true,Sheep,[null]
107.8497803358938,72.0,153.2271566839143,8cc7a340-fdef-485c-a6a1-94cabaab8b12,minecraft:cow,true,Cow,[null]
127.95856071267391,93.0,124.52496229586367,09ac1824-f57b-478f-bc6e-b0afd2d12d79,minecraft:pig,true,Pig,[null]
130.69489351758463,38.0,171.30486753512207,5ba1baf7-a16e-4454-925a-a0be71f70f84,minecraft:enderman,true,Enderman,[null]
133.79375453972088,67.0,199.53649106256262,aaaa81fd-7826-408c-a591-be656b55d0a4,minecraft:cow,true,Cow,[null]
123.81136032203179,71.0,159.74747313775953,056c8ce2-d8f4-422c-9f34-2719af48915a,minecraft:cow,true,Cow,[null]
134.54653855012555,87.0,132.2384806139977,5c0ee5e8-14ba-453f-bfd7-fd418ceb2f3b,minecraft:sheep,true,Sheep,[null]
132.5584209622921,65.0,213.75961926776398,470b4d33-5eb9-463e-9c90-4127f4b42946,minecraft:pig,true,Pig,[null]
29.5,-51.9375,184.5,934a2c75-384d-42fc-84af-df75f5ef001a,minecraft:chest_minecart,true,Minecart with Chest,[null]
47.50911800882721,72.0,127.28108710498446,a5d2308d-dff6-4d76-8a4d-d9db57966435,minecraft:sheep,true,Sheep,[null]
82.0,75.5,118.5,8ad322c7-eb64-498c-96a8-0eccb79c8147,immersive_portals:nether_portal_new,true,Nether Portal,[null]
82.0,75.5,118.5,f8b16318-1c7b-4b8b-a76d-3cc94d2539db,immersive_portals:nether_portal_new,true,Nether Portal,[null]
25.5,-48.9375,235.5,30816809-5636-4062-b56d-e037de44798d,minecraft:chest_minecart,true,Minecart with Chest,[null]
124.3848141369657,94.0,127.79999999701977,259a1ca1-96ef-431d-a1da-a45d9d2ccbe1,minecraft:chicken,true,Chicken,[null]
128.87268821817864,90.0,119.21638410371625,5bb37431-b84c-4daf-9e5a-afffb91fad89,minecraft:pig,true,Pig,[null]
121.25849294193422,97.0,125.17376082220161,36e7efa0-8934-4059-8c0f-3dfb2a647491,minecraft:cow,true,Cow,[null]
124.875,94.0,127.875,d37ad43d-ba4c-42e6-8d4f-b2cd2a6c7663,minecraft:item,true,Egg,[null]
121.63487796037448,96.0,123.51256411266412,25f2dbe5-c9be-46d0-9947-cd871fa1cd4d,minecraft:pig,true,Pig,[null]
119.66032272357491,96.0,123.55000001192093,bb2af767-3210-4f16-9955-06301a05ed8d,minecraft:pig,true,Pig,[null]
124.22151114849291,95.0,128.52119871042044,1151f009-ad11-46b1-a83d-e3a9e7bee758,minecraft:cow,true,Cow,[null]
135.69294020529225,84.0,108.37486766169967,5ef328d2-20f6-4ad8-aad0-d2773a9aeb96,minecraft:cow,true,Cow,[null]
149.54053718283046,80.0,113.73536929841528,418ac07a-2126-4365-8818-0ea96a2abfdb,minecraft:sheep,true,Sheep,[null]
128.3391849150999,89.0,117.35065929722488,960bd372-9f10-4c71-9aea-06a6735f6975,minecraft:cow,true,Cow,[null]
142.22324608628205,90.0,126.27546288834974,0468dc2d-073e-4a67-b125-07da1260e9d7,minecraft:chicken,true,Chicken,[null]
137.599740423008,90.0,115.46408082731138,42b5a8f5-c0e1-4a49-8049-4c879852b1cd,minecraft:chicken,true,Chicken,[null]
142.27571884667833,90.0,126.47057698596099,386d3424-5d3a-4cca-afdd-203420658d81,minecraft:item,true,Egg,[null]
151.50467437882665,90.0,125.61646691218695,1e7ed806-fb99-4167-9253-e09742db2af3,minecraft:chicken,true,Chicken,[null]
155.718593798755,88.0,124.03388287013843,2927a99d-82af-4068-916c-0b05dc1ff1f7,minecraft:pig,true,Pig,[null]
153.230762437624,89.0,122.17802638859352,fcf6e212-7b15-457e-86ab-4cbcf7d8e365,minecraft:sheep,true,Sheep,[null]
148.23336679103085,86.0,109.28613891973741,66b76224-ea6d-405d-a77b-e6f7c6223e5a,minecraft:sheep,true,Sheep,[null]
150.8699162557955,88.0,115.19191042790911,c6a8d5c0-2df1-4e53-a964-fc6bd261afcf,minecraft:chicken,true,Chicken,[null]
149.150003651826,89.0,118.15376414735876,cfc7110b-4649-4f21-84d1-d188ecd5a376,minecraft:cow,true,Cow,[null]
152.11227818600852,90.0,125.02947249537611,56517e45-17c6-4e73-80e8-89bd6fc55b5b,minecraft:item,true,Egg,[null]
162.2089376428421,88.0,127.75134510461439,c61164a9-264a-479d-9a74-6efb2a1fbd83,minecraft:cat,true,Cat,[null]
146.40020746166212,84.0,144.734702874443,7ff03877-f834-45ac-b7b3-3525feadd25f,minecraft:pig,true,Pig,[null]
158.64355947966732,88.0,140.74495890786966,e0924baf-83e1-4f29-84c7-363eac4be171,minecraft:pig,true,Pig,[null]
162.1061296404973,87.0,133.35150911503888,1f295d06-8f13-4d02-bcc5-1ff255240a41,minecraft:chicken,true,Chicken,[null]
153.83559886021885,91.0,133.6926455824714,df7322a2-d81b-4dc6-af8a-bc45695b4d65,minecraft:item,true,Egg,[null]
158.57642929518846,-2.0,156.9971949224039,45684ace-1e9b-4b56-b998-9469f85aa667,minecraft:item,true,Glow Ink Sac,[null]
146.73126459119297,0.0,166.4996346131145,3fef8576-b858-4633-a869-02283918e51f,minecraft:skeleton,true,Skeleton,[null]
157.28140928708964,-4.0,165.875,3466a99a-55a4-4a26-828c-836b741c7ba1,minecraft:item,true,Glow Ink Sac,[null]
156.72029618981034,49.0,193.77374194073695,4b865228-8b16-4435-92a3-572521be8c88,minecraft:zombie,true,Zombie,[null]
159.19759753591495,26.100000023841858,253.5972355942425,38624d6d-98d0-4295-abee-4bf38dc9d366,minecraft:bat,true,Bat,[null]
7.204328573354272,72.0,125.11880686490126,ae894534-4721-456b-a493-d3df793916be,minecraft:chicken,true,Chicken,[null]
9.818069700003818,72.0,135.7544186581173,dcb5d975-92d1-4a5e-a6f4-0bd22432656d,minecraft:sheep,true,Sheep,[null]
1.8697096726233722,71.0,147.10798477208738,ea605fb1-8ab7-480a-85b9-87b89575e395,minecraft:chicken,true,Chicken,[null]
14.5,-53.9375,155.5,2c3b3124-b8b1-44c4-9305-86f618528393,minecraft:chest_minecart,true,Minecart with Chest,[null]
14.5,-55.9375,180.5,f5c5cd2b-53d1-416f-b2e2-008c7e287b8b,minecraft:chest_minecart,true,Minecart with Chest,[null]
9.239317782231575,70.0,192.57648463888953,966d318b-dc11-4bc3-a94c-039343240592,minecraft:sheep,true,Sheep,[null]
14.5,-48.9375,202.5,913fad5f-13c5-4a42-a8aa-45adc2e1c0d3,minecraft:chest_minecart,true,Minecart with Chest,[null]
43.5,-47.9375,262.5,5065f4d5-36f3-4c68-9ead-cdc1133bf45a,minecraft:chest_minecart,true,Minecart with Chest,[null]
81.0,78.0,108.5,b9fdf8d8-2aad-474a-a45d-e5b070c128d2,immersive_portals:nether_portal_new,true,Nether Portal,[null]
81.0,78.0,108.5,ca2ccee9-2197-496f-b20c-f3ffe068209b,immersive_portals:nether_portal_new,true,Nether Portal,[null]
155.52866412069358,83.0,107.74757780730812,4ed62a44-b9ae-48c0-adc1-ad6ba803ae88,minecraft:pig,true,Pig,[null]
147.29902826643666,4.100000023841858,259.25,553d93ce-1aed-431c-8746-b194be668dbf,minecraft:bat,true,Bat,[null]
174.06606301789617,87.0,129.46749006027275,c4cd234c-bc53-4616-9305-22d42574c8ac,minecraft:pig,true,Pig,[null]
168.44999998807907,86.0,132.44999998807907,1c58c83d-d76d-4701-b47d-45bf009c75fe,minecraft:cow,true,Cow,[null]
160.7556600022609,88.0,119.44074123786898,6f6fdc75-cd6a-49b3-9bde-361697b24b59,minecraft:pig,true,Pig,[null]
184.97749483827468,37.047582672356725,223.6652030182314,ed9ff339-c66c-491b-8291-f6178a5e7e6a,minecraft:bat,true,Bat,[null]
21.501279676634674,35.0,95.8170482699677,ba4ef1c9-41ea-4241-83df-3bd11a46826b,minecraft:zombie,true,Zombie,[null]
162.20907151982632,76.0,272.35888391279605,16fea740-ff17-49aa-aa04-56688ace4cc9,minecraft:sheep,true,Sheep,[null]
-3.5,-55.9375,132.5,43841f73-1018-4bc1-b166-a74057fe808c,minecraft:chest_minecart,true,Minecart with Chest,[null]
-0.17850046914002157,-19.98851360111758,179.45819020672678,bb3aa773-d1a7-4697-aa59-8b7fc082c68d,minecraft:bat,true,Bat,[null]
-0.0659860360943801,-19.337895551748236,182.86987542641694,23dcbd9c-818a-4a29-94f1-bf9b4b02f6e7,minecraft:bat,true,Bat,[null]
-4.495615647686271,14.0,194.5429384544665,98ce5410-c693-4956-92d3-46998ed9f0b4,minecraft:skeleton,true,Skeleton,[null]
-4.492751324956447,14.0,193.65514163471335,dacd8f5c-c40f-4ca3-bb1f-a949bf1ccdfb,minecraft:skeleton,true,Skeleton,[null]
-0.22615904546390142,14.0,201.80166357383192,0f880caa-80b7-4bb8-b863-700a14162570,minecraft:zombie,true,Zombie,[null]
-7.5,15.0,199.5,cbb814c1-a0ec-475d-996c-5c73c835332d,minecraft:zombie,true,Zombie,[null]
-0.015438058002143443,15.404434394097889,204.22371276373647,2eb59e9e-b9b4-4bbb-be24-8c3d04bf1dae,minecraft:bat,true,Bat,[null]
-0.11402603668857125,16.4347795293089,207.40000000596046,14d1d1ed-3901-4205-878f-4eaaf3b937ed,minecraft:glow_squid,true,Glow Squid,[null]
-2.1836347674237166,65.0,199.8706442610917,75d747bc-4b93-4ae1-8473-2c587d6ff1b6,minecraft:armadillo,true,Armadillo,[null]
-0.12699130594202027,66.0,206.49735378056963,ccec14de-6d77-49c6-afd4-b4e3fec80916,minecraft:skeleton,true,Skeleton,[null]
-3.1559934036340564,58.757961638819424,249.50823448691517,ab827785-bde7-438a-a218-87558e791a35,minecraft:squid,true,Squid,[null]
-0.12581685185432434,58.02261336062848,240.16765462700278,50d83db0-8939-4d48-af6c-2be1ed6ebd24,minecraft:squid,true,Squid,[null]
-0.034530773758888245,55.909881250083444,254.22746219485998,63181e12-2e54-45a5-9962-1f68bb5dbe2a,minecraft:squid,true,Squid,[null]
22.5,-52.9375,272.5,e0c923b7-d981-4099-b15d-42e73e498822,minecraft:chest_minecart,true,Minecart with Chest,[null]
113.19345573336791,34.10000002384186,217.624219459888,5b5acf42-0b27-4619-8d8a-b4fb2fcdf163,minecraft:bat,true,Bat,[null]
117.31806419893618,38.0,92.15000000596046,b9b4095d-99fd-4c5f-b910-c5d8b553ab8f,minecraft:zombie,true,Zombie,[null]
119.48120475092279,68.0,84.4591268015165,a6bc613c-e563-4301-a330-73f307cce9d1,minecraft:chicken,true,Chicken,[null]
126.181731345567,72.0,82.30450478949331,408d2eef-8c9b-497c-abd3-41944f36eb26,minecraft:sheep,true,Sheep,[null]
119.69915308827699,67.0,87.44431217351666,96a8bfd6-9613-43b7-93c3-646576dc4a69,minecraft:chicken,true,Chicken,[null]
119.2521426762334,68.0,84.125,bce1c145-c575-4bc0-80ea-bb945a6864dd,minecraft:item,true,Egg,[null]
163.26889259909115,70.0,271.4996586538427,87231f03-d1f7-4d46-920d-0545cb68745b,minecraft:sheep,true,Sheep,[null]
177.7447528653957,72.0,81.25533035342852,090f465e-03f8-4033-a3c0-469795c9b96b,minecraft:pig,true,Pig,[null]
183.76159871959757,75.0,120.75133020429301,cc587c25-5233-4aed-b176-d1685f47bf44,minecraft:cat,true,Cat,[null]
180.48572981347013,81.0,138.78358378549618,fc523cd9-35f6-4826-b39f-0f5ea291d637,minecraft:cow,true,Cow,[null]
166.83238475298808,87.0,131.2060035127711,8858da83-e774-445f-bc8b-b0025448fa47,minecraft:cat,true,Cat,[null]
190.7473437724758,71.0,177.15860691385757,d0fd9a22-cee0-4b16-95fa-a9bf9eca8658,minecraft:cow,true,Cow,[null]
179.54433970935446,8.0,222.2201166239515,d879e174-47bc-4060-afd1-f21bb6543bcb,minecraft:skeleton,true,Skeleton,[null]
182.48835471223322,70.0,194.51332307650728,009423bc-ecad-456c-b61e-52606e5307e4,minecraft:cat,true,Cat,[null]
185.0151558152756,35.07199236468052,225.0334498351493,dc21d72e-68ee-4621-b696-3c59e60e4a2e,minecraft:bat,true,Bat,[null]
190.75145066879983,31.483754767414247,225.54843745959207,2a838781-4879-4789-946d-2f5acab5dc5b,minecraft:bat,true,Bat,[null]
179.35356590374772,23.0,250.4928562719057,b4cf45cb-83e2-4783-8946-bff40b3b60cc,minecraft:zombie,true,Zombie,[null]
176.1754296916812,23.0,250.76289404534202,b7bcb495-6162-4e5c-89ce-2313dbb0b9e4,minecraft:zombie,true,Zombie,[null]
-0.06949143390432028,47.0,117.5073260013924,11f42f3b-c86c-4afd-aa75-e3604e22a71f,minecraft:skeleton,true,Skeleton,[null]
182.2249590108755,79.0,287.2339928199099,d2b158aa-5f63-4a8c-bd0b-e912038b5819,minecraft:sheep,true,Sheep,[null]
9.133561337872086,65.0,294.4933863709512,5b31c1ca-e5c6-462a-9bb6-05740e8afda0,minecraft:cow,true,Cow,[null]
22.179882238131405,66.0,288.25661493111863,8b37a6dd-63a6-49f2-814b-6239cf423fa8,minecraft:sheep,true,Sheep,[null]
88.4976399250906,71.0,66.62309904976325,15599465-8ed9-4f6f-8e5a-9e59db4f7d5b,minecraft:sheep,true,Sheep,[null]
111.94512054268618,72.0,78.74108034605997,0447cc1e-7541-45c2-b326-156e0bd6e24e,minecraft:item,true,Egg,[null]
111.5,-6.9375,65.49000000953674,0d6e2aa8-83e7-481b-bc2a-114063891806,minecraft:chest_minecart,true,Minecart with Chest,[null]
122.65633716195514,72.0,73.62243493998952,9f40d9ed-72c1-4ccc-a9f4-859e97b1074d,minecraft:chicken,true,Chicken,[null]
115.74710661172867,13.57431700927019,288.0605570524931,bec3357e-721c-4163-99ac-3551c5f3f8e1,minecraft:glow_squid,true,Glow Squid,[null]
116.87258590059355,16.91373145728186,290.9264271482825,318896c4-2b34-40d1-a5ce-9a1b275cb028,minecraft:glow_squid,true,Glow Squid,[null]
129.9131550623499,72.0,79.84063128175373,2dd1260e-b6e8-430c-9ae2-8649ffd42c11,minecraft:chicken,true,Chicken,[null]
116.5,-31.0,162.5,0e926848-ec39-4daa-a825-42333e93cbf6,minecraft:skeleton,true,Skeleton,[null]
197.91464777251957,71.0,172.90942783854675,4a356ff7-ec58-4880-bc45-b5ba61db2b90,minecraft:sheep,true,Sheep,[null]
195.77975297558274,78.0,274.7366091121966,23ab4528-88c9-4efa-941b-f5249a74152e,minecraft:sheep,true,Sheep,[null]
196.50559008081697,80.0,283.26884924017793,f0de02b6-b796-4007-94d7-bbaa9057f172,minecraft:sheep,true,Sheep,[null]
196.7920341725513,82.0,295.15487275997543,232ca181-abbf-4a0f-b4b3-587f5b10b722,minecraft:sheep,true,Sheep,[null]
204.76412851086945,81.0,293.49860319365513,6412927e-9797-4bc4-b2b2-3a78320e8944,minecraft:sheep,true,Sheep,[null]
26.49833799707037,24.0,148.91049875290528,418e3740-7362-4a7f-96a3-52d5f4338581,minecraft:spider,true,Spider,[null]
107.87865810148453,61.0,242.48718512690303,a54b3c33-e634-48d1-accd-29f59d6fe50e,minecraft:salmon,true,Salmon,[null]
106.9581348091696,61.0,240.94046800932207,b3dd7617-1e4d-48fd-bebe-9e465903e290,minecraft:salmon,true,Salmon,[null]
78.57322382097104,60.89804383621611,228.62065308837026,1b292a91-e8af-4cdd-ad3d-f547482d1b69,minecraft:salmon,true,Salmon,[null]
78.55148616490163,59.967330852848065,227.55441035632273,582b37da-266d-4985-ba67-ad1374ed13e6,minecraft:salmon,true,Salmon,[null]
78.56714889850663,58.97233533010988,228.53169717602213,6aa89bd1-dbfc-4b8a-9981-b5b97c83cf66,minecraft:salmon,true,Salmon,[null]
48.21106843254415,63.0,304.81805959695964,0466b310-2eac-4d13-a764-8f2c89ff72f5,minecraft:pig,true,Pig,[null]
-1.4324614974152154,64.0,304.5674077721692,99b2320f-1624-4aaa-bbb3-d9cbc5a59ac1,minecraft:cow,true,Cow,[null]
31.826847146846703,65.0,316.77976708081314,f9dceb31-1af0-4582-bdea-e0eb15328565,minecraft:sheep,true,Sheep,[null]
20.505264967629387,66.0,314.80266809079484,a2c7b400-1310-404d-b4d5-4e43aeea1f75,minecraft:cow,true,Cow,[null]
67.48504257808519,63.0,317.7917109180436,b476ca9e-ece8-4e53-b38d-27a796ddd423,minecraft:cow,true,Cow,[null]
64.18295141659893,65.0,309.49612274641044,e3cf38f3-bc0f-40c7-b771-7a59c6509c25,minecraft:cow,true,Cow,[null]
68.32420523836372,68.0,306.4999069447232,8043aea4-9962-470c-9835-4cd6311b52d8,minecraft:pig,true,Pig,[null]
132.3903064050547,56.05436651230603,305.16608236956847,86d8c895-5c04-431b-bc32-1e41779a2f68,minecraft:squid,true,Squid,[null]
128.76840455998033,56.04048068363964,312.4311428514365,803d50c0-f4eb-40d3-b91d-f86a935597b6,minecraft:squid,true,Squid,[null]
138.59999999403954,53.0,307.21999741345644,a157424f-ed28-4f83-b84b-ab6ec9866429,minecraft:squid,true,Squid,[null]
147.69999998807907,11.100000023841858,305.30000001192093,6d4c6ca6-eb05-400a-9e77-c484dfb05e2c,minecraft:spider,true,Spider,[null]
90.23680240766974,71.0,52.17637536675929,eec2bb2d-9500-4e7e-9aa7-f603e183a7d8,minecraft:pig,true,Pig,[null]
105.78768168042711,72.0,58.21274277838574,00f6b72d-86c9-466d-97f9-d21a42990c66,minecraft:sheep,true,Sheep,[null]
107.53817614774934,72.0,52.33741231691486,a20f9ddb-3060-4995-8c08-83470181e5aa,minecraft:donkey,true,Donkey,[null]
151.39568340569917,88.0,115.84293376940198,7fe66648-72e6-44a1-9b79-140a97ecd4e4,minecraft:item,true,Egg,[null]
68.06355713073377,60.97914807170502,225.50833538544032,629f423c-d4eb-44c2-813d-77ccef013423,minecraft:salmon,true,Salmon,[null]
68.67131669447666,59.98852068765631,225.56791403709062,5e2030eb-21fa-4e6d-83a7-d7f952d49283,minecraft:salmon,true,Salmon,[null]
68.89237686796913,60.86489397704268,226.86768114602054,fa75cae6-f61b-47bb-b15f-f50e82aaf613,minecraft:salmon,true,Salmon,[null]
76.5,-18.0,216.77816621345872,b13669e5-5537-433a-a42e-59fdab485b87,minecraft:creeper,true,Creeper,[null]
126.42777969424318,38.0,176.91470874376546,3ab6e324-7e2c-4620-8e2a-664f8a257e9d,minecraft:skeleton,true,Skeleton,[null]
97.61810220530019,28.0,102.47589966104802,f9919e38-308f-46bc-9e76-bbe573b28bc8,minecraft:spider,true,Spider,[null]
104.80227799299934,62.58539984290626,248.35292551100486,fafd4e6b-35fe-4f35-8091-678cbd508497,minecraft:salmon,true,Salmon,[null]
103.48408371586504,62.50112169818276,248.54491910705502,0408b12a-84f1-4b23-8f75-19f2c8e6bfd4,minecraft:salmon,true,Salmon,[null]
99.34999999403954,57.40102179131163,242.66432746288712,4a7f6e38-5c6e-4417-ab68-4b7ade247980,minecraft:salmon,true,Salmon,[null]
99.54932261589161,57.0,243.7363948970224,5110c223-20f8-449f-8639-be45062d2211,minecraft:salmon,true,Salmon,[null]
99.48954992698526,57.0,242.54351121595164,c042ad73-81a2-4327-b9df-8eaf9a5d4de7,minecraft:salmon,true,Salmon,[null]
148.52337302700715,12.0,233.26818685128478,5ad88927-b586-4760-9cb8-99dcdff8bb7a,minecraft:skeleton,true,Skeleton,[null]
46.5,24.0,162.5,33af2ef8-6728-4829-ba1b-aea122507a14,minecraft:zombie,true,Zombie,[null]
80.79891997626586,34.0,179.7994011427792,4803340e-b68b-4b58-bb93-3da2ec3928af,minecraft:skeleton,true,Skeleton,[null]
156.2126532278759,5.0,187.4996975407779,e499d040-7077-4bef-b974-380432c5c19e,minecraft:skeleton,true,Skeleton,[null]
157.8429930225442,6.0,195.85585989464778,422b4b54-909b-4d85-890f-9cbb5d2657a3,minecraft:creeper,true,Creeper,[null]
160.84356169832444,6.0,207.21484337691393,403e923c-db0d-478a-be58-5e7d3d887c3f,minecraft:creeper,true,Creeper,[null]
72.5,-2.0,167.5,8c70d768-46d3-42ee-afde-363ed7634a1f,minecraft:enderman,true,Enderman,[null]
128.4501870147451,-5.0,106.76453796136846,16f6550c-8ddf-4959-bb3b-0db7eae7671c,minecraft:zombie,true,Zombie,[null]
142.1967282618469,0.0,210.48612967804112,d1adefa3-36a0-4e8a-9d52-40bd074e29a7,minecraft:creeper,true,Creeper,[null]
127.5,10.0,210.5,0b25d51c-9a12-4d12-be09-ea36f54b6247,minecraft:zombie,true,Zombie,[null]
77.20704322411851,8.0,147.43624350727723,787af52c-9ec8-4dc8-8870-aa913aef0034,minecraft:creeper,true,Creeper,[null]
79.4608319803052,11.0,143.8013799620008,9b569fb7-87ad-43b0-8501-42dbe45d2248,minecraft:creeper,true,Creeper,[null]
76.67939112667914,-3.0,145.33355802983263,fd84f66c-88c3-4cf7-8e89-f4bf0f6405b5,minecraft:skeleton,true,Skeleton,[null]
